service_id,date,exception_type
8,20220608,1
8,20220609,1
8,20220610,1
8,20220613,1
8,20220614,1
8,20220615,1
8,20220616,1
8,20220617,1
8,20220620,1
8,20220621,1
8,20220622,1
8,20220623,1
8,20220624,1
8,20220627,1
8,20220628,1
8,20220629,1
8,20220630,1
8,20220701,1
8,20220704,1
8,20220705,1
8,20220706,1
8,20220707,1
8,20220708,1
8,20220711,1
8,20220712,1
8,20220713,1
8,20220714,1
8,20220715,1
8,20220718,1
8,20220719,1
8,20220720,1
8,20220721,1
8,20220722,1
8,20220725,1
8,20220726,1
8,20220727,1
8,20220728,1
8,20220729,1
8,20220801,1
8,20220802,1
8,20220803,1
8,20220804,1
8,20220805,1
8,20220808,1
8,20220809,1
8,20220810,1
8,20220811,1
8,20220812,1
8,20220815,1
8,20220816,1
8,20220817,1
8,20220818,1
8,20220819,1
8,20220822,1
8,20220823,1
8,20220824,1
8,20220825,1
8,20220826,1
8,20220829,1
8,20220830,1
8,20220831,1
8,20220901,1
8,20220902,1
8,20220905,1
8,20220906,1
8,20220907,1
8,20220908,1
8,20220909,1
8,20220912,1
8,20220913,1
8,20220914,1
8,20220915,1
8,20220916,1
8,20220919,1
9,20220502,1
9,20220503,1
9,20220504,1
9,20220505,1
9,20220506,1
9,20220509,1
9,20220510,1
9,20220511,1
9,20220512,1
9,20220513,1
9,20220516,1
9,20220517,1
9,20220518,1
9,20220519,1
9,20220520,1
9,20220523,1
9,20220524,1
9,20220525,1
9,20220526,1
9,20220530,1
9,20220531,1
9,20220601,1
9,20220602,1
9,20220603,1
9,20220606,1
9,20220607,1
9,20220608,1
9,20220609,1
9,20220610,1
9,20220613,1
9,20220614,1
9,20220615,1
9,20220616,1
9,20220617,1
9,20220620,1
9,20220621,1
9,20220622,1
9,20220623,1
9,20220624,1
9,20220627,1
9,20220628,1
9,20220629,1
9,20220630,1
9,20220701,1
9,20220704,1
9,20220705,1
9,20220706,1
9,20220707,1
9,20220708,1
9,20220711,1
9,20220712,1
9,20220713,1
9,20220714,1
9,20220715,1
9,20220718,1
9,20220719,1
9,20220720,1
9,20220721,1
9,20220722,1
9,20220725,1
9,20220726,1
9,20220727,1
9,20220728,1
9,20220729,1
9,20220801,1
9,20220802,1
9,20220803,1
9,20220804,1
9,20220805,1
9,20220808,1
9,20220809,1
9,20220810,1
9,20220811,1
9,20220812,1
9,20220815,1
9,20220816,1
9,20220817,1
9,20220818,1
9,20220819,1
9,20220822,1
9,20220823,1
9,20220824,1
9,20220825,1
9,20220826,1
9,20220829,1
9,20220830,1
9,20220831,1
9,20220901,1
9,20220902,1
9,20220905,1
9,20220906,1
9,20220907,1
9,20220908,1
9,20220909,1
9,20220912,1
9,20220913,1
9,20220914,1
9,20220915,1
9,20220916,1
9,20220919,1
10,20220502,1
10,20220503,1
10,20220504,1
10,20220505,1
10,20220506,1
10,20220507,1
10,20220508,1
10,20220509,1
10,20220510,1
10,20220511,1
10,20220512,1
10,20220513,1
10,20220514,1
10,20220515,1
10,20220516,1
10,20220517,1
10,20220518,1
10,20220519,1
10,20220520,1
10,20220521,1
10,20220522,1
10,20220523,1
10,20220524,1
10,20220525,1
10,20220526,1
10,20220527,1
10,20220528,1
10,20220529,1
10,20220530,1
10,20220531,1
10,20220601,1
10,20220602,1
10,20220603,1
10,20220604,1
10,20220605,1
10,20220606,1
10,20220607,1
10,20220608,1
10,20220609,1
10,20220610,1
10,20220611,1
10,20220612,1
10,20220613,1
10,20220614,1
10,20220615,1
10,20220616,1
10,20220617,1
10,20220618,1
10,20220619,1
10,20220620,1
10,20220621,1
10,20220622,1
10,20220623,1
10,20220624,1
10,20220625,1
10,20220626,1
10,20220627,1
10,20220628,1
10,20220629,1
10,20220630,1
10,20220701,1
10,20220702,1
10,20220703,1
10,20220704,1
10,20220705,1
10,20220706,1
10,20220707,1
10,20220708,1
10,20220709,1
10,20220710,1
10,20220711,1
10,20220712,1
10,20220713,1
10,20220714,1
10,20220715,1
10,20220716,1
10,20220717,1
10,20220718,1
10,20220719,1
10,20220720,1
10,20220721,1
10,20220722,1
10,20220723,1
10,20220724,1
10,20220725,1
10,20220726,1
10,20220727,1
10,20220728,1
10,20220729,1
10,20220730,1
10,20220731,1
10,20220801,1
10,20220802,1
10,20220803,1
10,20220804,1
10,20220805,1
10,20220806,1
10,20220807,1
10,20220808,1
10,20220809,1
10,20220810,1
10,20220811,1
10,20220812,1
10,20220813,1
10,20220814,1
10,20220815,1
10,20220816,1
10,20220817,1
10,20220818,1
10,20220819,1
10,20220820,1
10,20220821,1
10,20220822,1
10,20220823,1
10,20220824,1
10,20220825,1
10,20220826,1
10,20220827,1
10,20220828,1
10,20220829,1
10,20220830,1
10,20220831,1
10,20220901,1
10,20220902,1
10,20220903,1
10,20220904,1
10,20220905,1
10,20220906,1
10,20220907,1
10,20220908,1
10,20220909,1
10,20220910,1
10,20220911,1
10,20220912,1
10,20220913,1
10,20220914,1
10,20220915,1
10,20220916,1
10,20220917,1
10,20220918,1
10,20220919,1
11,20220502,1
11,20220503,1
11,20220504,1
11,20220505,1
11,20220509,1
11,20220510,1
11,20220511,1
11,20220512,1
11,20220516,1
11,20220517,1
11,20220518,1
11,20220519,1
11,20220523,1
11,20220524,1
11,20220525,1
11,20220526,1
11,20220530,1
11,20220531,1
11,20220601,1
11,20220602,1
11,20220606,1
11,20220607,1
11,20220608,1
11,20220609,1
11,20220613,1
11,20220614,1
11,20220615,1
11,20220616,1
11,20220620,1
11,20220621,1
11,20220622,1
11,20220623,1
11,20220627,1
11,20220628,1
11,20220629,1
11,20220630,1
11,20220704,1
11,20220705,1
11,20220706,1
11,20220707,1
11,20220711,1
11,20220712,1
11,20220713,1
11,20220714,1
11,20220718,1
11,20220719,1
11,20220720,1
11,20220721,1
11,20220725,1
11,20220726,1
11,20220727,1
11,20220728,1
11,20220801,1
11,20220802,1
11,20220803,1
11,20220804,1
11,20220808,1
11,20220809,1
11,20220810,1
11,20220811,1
11,20220815,1
11,20220816,1
11,20220817,1
11,20220818,1
11,20220822,1
11,20220823,1
11,20220824,1
11,20220825,1
11,20220829,1
11,20220830,1
11,20220831,1
11,20220901,1
11,20220905,1
11,20220906,1
11,20220907,1
11,20220908,1
11,20220912,1
11,20220913,1
11,20220914,1
11,20220915,1
11,20220919,1
12,20220507,1
12,20220508,1
12,20220514,1
12,20220515,1
12,20220521,1
12,20220522,1
12,20220528,1
12,20220529,1
12,20220604,1
12,20220605,1
12,20220611,1
12,20220612,1
12,20220702,1
12,20220703,1
12,20220709,1
12,20220710,1
12,20220716,1
12,20220717,1
12,20220723,1
12,20220724,1
12,20220730,1
12,20220731,1
12,20220806,1
12,20220807,1
12,20220813,1
12,20220814,1
12,20220820,1
12,20220821,1
12,20220827,1
12,20220828,1
12,20220903,1
12,20220904,1
12,20220910,1
12,20220911,1
12,20220917,1
12,20220918,1
13,20220507,1
13,20220508,1
13,20220514,1
13,20220515,1
13,20220521,1
13,20220522,1
13,20220528,1
13,20220529,1
13,20220604,1
13,20220605,1
13,20220611,1
13,20220612,1
13,20220618,1
13,20220619,1
13,20220625,1
13,20220626,1
13,20220702,1
13,20220703,1
13,20220709,1
13,20220710,1
13,20220716,1
13,20220717,1
13,20220723,1
13,20220724,1
13,20220730,1
13,20220731,1
13,20220806,1
13,20220807,1
13,20220813,1
13,20220814,1
13,20220820,1
13,20220821,1
13,20220827,1
13,20220828,1
13,20220903,1
13,20220904,1
13,20220910,1
13,20220911,1
13,20220917,1
13,20220918,1
14,20220502,1
14,20220503,1
14,20220504,1
14,20220505,1
14,20220506,1
14,20220509,1
14,20220510,1
14,20220511,1
14,20220512,1
14,20220513,1
14,20220516,1
14,20220517,1
14,20220518,1
14,20220519,1
14,20220520,1
14,20220523,1
14,20220524,1
14,20220525,1
14,20220526,1
14,20220527,1
14,20220530,1
14,20220531,1
14,20220601,1
14,20220602,1
14,20220603,1
14,20220606,1
14,20220607,1
14,20220608,1
14,20220609,1
14,20220610,1
14,20220624,1
14,20220701,1
14,20220704,1
14,20220705,1
14,20220706,1
14,20220707,1
14,20220708,1
14,20220711,1
14,20220712,1
14,20220713,1
14,20220714,1
14,20220715,1
14,20220718,1
14,20220719,1
14,20220720,1
14,20220721,1
14,20220722,1
14,20220725,1
14,20220726,1
14,20220727,1
14,20220728,1
14,20220729,1
14,20220801,1
14,20220802,1
14,20220803,1
14,20220804,1
14,20220805,1
14,20220808,1
14,20220809,1
14,20220810,1
14,20220811,1
14,20220812,1
14,20220815,1
14,20220816,1
14,20220817,1
14,20220818,1
14,20220819,1
14,20220822,1
14,20220823,1
14,20220824,1
14,20220825,1
14,20220826,1
14,20220829,1
14,20220830,1
14,20220831,1
14,20220901,1
14,20220902,1
14,20220905,1
14,20220906,1
14,20220907,1
14,20220908,1
14,20220909,1
14,20220912,1
14,20220913,1
14,20220914,1
14,20220915,1
14,20220916,1
14,20220919,1
15,20220502,1
15,20220503,1
15,20220504,1
15,20220505,1
15,20220506,1
15,20220509,1
15,20220510,1
15,20220511,1
15,20220512,1
15,20220513,1
15,20220516,1
15,20220517,1
15,20220518,1
15,20220519,1
15,20220520,1
15,20220523,1
15,20220524,1
15,20220525,1
15,20220526,1
15,20220530,1
15,20220531,1
15,20220601,1
15,20220602,1
15,20220603,1
15,20220606,1
15,20220607,1
15,20220608,1
15,20220609,1
15,20220610,1
15,20220613,1
15,20220614,1
15,20220615,1
15,20220620,1
15,20220621,1
15,20220622,1
15,20220623,1
15,20220624,1
15,20220627,1
15,20220628,1
15,20220629,1
15,20220630,1
15,20220701,1
15,20220704,1
15,20220705,1
15,20220706,1
15,20220707,1
15,20220708,1
15,20220711,1
15,20220712,1
15,20220713,1
15,20220714,1
15,20220715,1
15,20220718,1
15,20220719,1
15,20220720,1
15,20220721,1
15,20220722,1
15,20220725,1
15,20220726,1
15,20220727,1
15,20220728,1
15,20220729,1
15,20220801,1
15,20220802,1
15,20220803,1
15,20220804,1
15,20220805,1
15,20220808,1
15,20220809,1
15,20220810,1
15,20220811,1
15,20220812,1
15,20220815,1
15,20220816,1
15,20220817,1
15,20220818,1
15,20220819,1
15,20220822,1
15,20220823,1
15,20220824,1
15,20220825,1
15,20220826,1
15,20220829,1
15,20220830,1
15,20220831,1
15,20220901,1
15,20220902,1
15,20220905,1
15,20220906,1
15,20220907,1
15,20220908,1
15,20220909,1
15,20220912,1
15,20220913,1
15,20220914,1
15,20220915,1
15,20220916,1
15,20220919,1
16,20220503,1
16,20220505,1
16,20220510,1
16,20220512,1
16,20220517,1
16,20220519,1
16,20220524,1
16,20220526,1
16,20220531,1
16,20220602,1
16,20220607,1
16,20220609,1
16,20220614,1
16,20220621,1
16,20220623,1
16,20220628,1
16,20220630,1
16,20220705,1
16,20220707,1
16,20220712,1
16,20220714,1
16,20220719,1
16,20220721,1
16,20220726,1
16,20220728,1
16,20220802,1
16,20220804,1
16,20220809,1
16,20220811,1
16,20220816,1
16,20220818,1
16,20220823,1
16,20220825,1
16,20220830,1
16,20220901,1
16,20220906,1
16,20220908,1
16,20220913,1
16,20220915,1
17,20220502,1
17,20220504,1
17,20220506,1
17,20220509,1
17,20220511,1
17,20220513,1
17,20220516,1
17,20220518,1
17,20220520,1
17,20220523,1
17,20220525,1
17,20220530,1
17,20220601,1
17,20220603,1
17,20220606,1
17,20220608,1
17,20220610,1
17,20220613,1
17,20220615,1
17,20220620,1
17,20220622,1
17,20220624,1
17,20220627,1
17,20220629,1
17,20220701,1
17,20220704,1
17,20220706,1
17,20220708,1
17,20220711,1
17,20220713,1
17,20220715,1
17,20220718,1
17,20220720,1
17,20220722,1
17,20220725,1
17,20220727,1
17,20220729,1
17,20220801,1
17,20220803,1
17,20220805,1
17,20220808,1
17,20220810,1
17,20220812,1
17,20220815,1
17,20220817,1
17,20220819,1
17,20220822,1
17,20220824,1
17,20220826,1
17,20220829,1
17,20220831,1
17,20220902,1
17,20220905,1
17,20220907,1
17,20220909,1
17,20220912,1
17,20220914,1
17,20220916,1
17,20220919,1
18,20220526,1
18,20220616,1
18,20220621,1
18,20220623,1
18,20220628,1
18,20220630,1
18,20220705,1
18,20220707,1
18,20220712,1
18,20220714,1
18,20220719,1
18,20220721,1
18,20220726,1
18,20220728,1
18,20220802,1
18,20220804,1
18,20220809,1
18,20220811,1
18,20220816,1
18,20220818,1
18,20220823,1
18,20220825,1
18,20220830,1
18,20220901,1
18,20220906,1
18,20220908,1
18,20220913,1
18,20220915,1
19,20220527,1
19,20220606,1
19,20220617,1
19,20220620,1
19,20220622,1
19,20220624,1
19,20220627,1
19,20220629,1
19,20220701,1
19,20220704,1
19,20220706,1
19,20220708,1
19,20220711,1
19,20220713,1
19,20220715,1
19,20220718,1
19,20220720,1
19,20220722,1
19,20220725,1
19,20220727,1
19,20220729,1
19,20220801,1
19,20220803,1
19,20220805,1
19,20220808,1
19,20220810,1
19,20220812,1
19,20220815,1
19,20220817,1
19,20220819,1
19,20220822,1
19,20220824,1
19,20220826,1
19,20220829,1
19,20220831,1
19,20220902,1
19,20220905,1
19,20220907,1
19,20220909,1
19,20220912,1
19,20220914,1
19,20220916,1
19,20220919,1
20,20220503,1
20,20220506,1
20,20220510,1
20,20220513,1
20,20220517,1
20,20220520,1
20,20220524,1
20,20220531,1
20,20220603,1
20,20220607,1
20,20220610,1
20,20220614,1
20,20220617,1
20,20220621,1
20,20220624,1
20,20220628,1
20,20220701,1
20,20220705,1
20,20220708,1
20,20220712,1
20,20220715,1
20,20220719,1
20,20220722,1
20,20220726,1
20,20220729,1
20,20220802,1
20,20220805,1
20,20220809,1
20,20220812,1
20,20220816,1
20,20220819,1
20,20220823,1
20,20220826,1
20,20220830,1
20,20220902,1
20,20220906,1
20,20220909,1
20,20220913,1
20,20220916,1
21,20220502,1
21,20220504,1
21,20220505,1
21,20220509,1
21,20220511,1
21,20220512,1
21,20220516,1
21,20220518,1
21,20220519,1
21,20220523,1
21,20220525,1
21,20220526,1
21,20220601,1
21,20220602,1
21,20220606,1
21,20220608,1
21,20220609,1
21,20220613,1
21,20220615,1
21,20220616,1
21,20220620,1
21,20220622,1
21,20220623,1
21,20220627,1
21,20220629,1
21,20220630,1
21,20220704,1
21,20220706,1
21,20220707,1
21,20220711,1
21,20220713,1
21,20220714,1
21,20220718,1
21,20220720,1
21,20220721,1
21,20220725,1
21,20220727,1
21,20220728,1
21,20220801,1
21,20220803,1
21,20220804,1
21,20220808,1
21,20220810,1
21,20220811,1
21,20220815,1
21,20220817,1
21,20220818,1
21,20220822,1
21,20220824,1
21,20220825,1
21,20220829,1
21,20220831,1
21,20220901,1
21,20220905,1
21,20220907,1
21,20220908,1
21,20220912,1
21,20220914,1
21,20220915,1
21,20220919,1
22,20220526,1
22,20220614,1
22,20220616,1
22,20220621,1
22,20220623,1
22,20220628,1
22,20220630,1
22,20220705,1
22,20220707,1
22,20220712,1
22,20220714,1
22,20220719,1
22,20220721,1
22,20220726,1
22,20220728,1
22,20220802,1
22,20220804,1
22,20220809,1
22,20220811,1
22,20220816,1
22,20220818,1
22,20220823,1
22,20220825,1
22,20220830,1
22,20220901,1
22,20220906,1
22,20220908,1
22,20220913,1
22,20220915,1
23,20220504,1
23,20220511,1
23,20220518,1
23,20220525,1
23,20220601,1
23,20220608,1
23,20220615,1
23,20220622,1
23,20220629,1
23,20220706,1
23,20220713,1
23,20220720,1
23,20220727,1
23,20220803,1
23,20220810,1
23,20220817,1
23,20220824,1
23,20220831,1
23,20220907,1
23,20220914,1
24,20220502,1
24,20220503,1
24,20220505,1
24,20220506,1
24,20220509,1
24,20220510,1
24,20220512,1
24,20220513,1
24,20220516,1
24,20220517,1
24,20220519,1
24,20220520,1
24,20220523,1
24,20220524,1
24,20220526,1
24,20220531,1
24,20220602,1
24,20220603,1
24,20220606,1
24,20220607,1
24,20220609,1
24,20220610,1
24,20220613,1
24,20220614,1
24,20220616,1
24,20220617,1
24,20220620,1
24,20220621,1
24,20220623,1
24,20220624,1
24,20220627,1
24,20220628,1
24,20220630,1
24,20220701,1
24,20220704,1
24,20220705,1
24,20220707,1
24,20220708,1
24,20220711,1
24,20220712,1
24,20220714,1
24,20220715,1
24,20220718,1
24,20220719,1
24,20220721,1
24,20220722,1
24,20220725,1
24,20220726,1
24,20220728,1
24,20220729,1
24,20220801,1
24,20220802,1
24,20220804,1
24,20220805,1
24,20220808,1
24,20220809,1
24,20220811,1
24,20220812,1
24,20220815,1
24,20220816,1
24,20220818,1
24,20220819,1
24,20220822,1
24,20220823,1
24,20220825,1
24,20220826,1
24,20220829,1
24,20220830,1
24,20220901,1
24,20220902,1
24,20220905,1
24,20220906,1
24,20220908,1
24,20220909,1
24,20220912,1
24,20220913,1
24,20220915,1
24,20220916,1
24,20220919,1
25,20220503,1
25,20220505,1
25,20220510,1
25,20220512,1
25,20220517,1
25,20220519,1
25,20220524,1
25,20220526,1
25,20220531,1
25,20220602,1
25,20220607,1
25,20220609,1
25,20220614,1
25,20220616,1
25,20220621,1
25,20220623,1
25,20220628,1
25,20220630,1
25,20220705,1
25,20220707,1
25,20220712,1
25,20220714,1
25,20220719,1
25,20220721,1
25,20220726,1
25,20220728,1
25,20220802,1
25,20220804,1
25,20220809,1
25,20220811,1
25,20220816,1
25,20220818,1
25,20220823,1
25,20220825,1
25,20220830,1
25,20220901,1
25,20220906,1
25,20220908,1
25,20220913,1
25,20220915,1
26,20220502,1
26,20220504,1
26,20220506,1
26,20220509,1
26,20220511,1
26,20220513,1
26,20220516,1
26,20220518,1
26,20220520,1
26,20220523,1
26,20220525,1
26,20220601,1
26,20220603,1
26,20220606,1
26,20220608,1
26,20220610,1
26,20220613,1
26,20220615,1
26,20220617,1
26,20220620,1
26,20220622,1
26,20220624,1
26,20220627,1
26,20220629,1
26,20220701,1
26,20220704,1
26,20220706,1
26,20220708,1
26,20220711,1
26,20220713,1
26,20220715,1
26,20220718,1
26,20220720,1
26,20220722,1
26,20220725,1
26,20220727,1
26,20220729,1
26,20220801,1
26,20220803,1
26,20220805,1
26,20220808,1
26,20220810,1
26,20220812,1
26,20220815,1
26,20220817,1
26,20220819,1
26,20220822,1
26,20220824,1
26,20220826,1
26,20220829,1
26,20220831,1
26,20220902,1
26,20220905,1
26,20220907,1
26,20220909,1
26,20220912,1
26,20220914,1
26,20220916,1
26,20220919,1
27,20220502,1
27,20220503,1
27,20220505,1
27,20220509,1
27,20220510,1
27,20220512,1
27,20220516,1
27,20220517,1
27,20220519,1
27,20220523,1
27,20220524,1
27,20220526,1
27,20220531,1
27,20220602,1
27,20220606,1
27,20220607,1
27,20220609,1
27,20220613,1
27,20220614,1
27,20220616,1
27,20220620,1
27,20220621,1
27,20220623,1
27,20220627,1
27,20220628,1
27,20220630,1
27,20220704,1
27,20220705,1
27,20220707,1
27,20220711,1
27,20220712,1
27,20220714,1
27,20220718,1
27,20220719,1
27,20220721,1
27,20220725,1
27,20220726,1
27,20220728,1
27,20220801,1
27,20220802,1
27,20220804,1
27,20220808,1
27,20220809,1
27,20220811,1
27,20220815,1
27,20220816,1
27,20220818,1
27,20220822,1
27,20220823,1
27,20220825,1
27,20220829,1
27,20220830,1
27,20220901,1
27,20220905,1
27,20220906,1
27,20220908,1
27,20220912,1
27,20220913,1
27,20220915,1
27,20220919,1
28,20220506,1
28,20220513,1
28,20220520,1
28,20220603,1
28,20220610,1
28,20220617,1
28,20220624,1
28,20220701,1
28,20220708,1
28,20220715,1
28,20220722,1
28,20220729,1
28,20220805,1
28,20220812,1
28,20220819,1
28,20220826,1
28,20220902,1
28,20220909,1
28,20220916,1
29,20220502,1
29,20220503,1
29,20220504,1
29,20220505,1
29,20220509,1
29,20220510,1
29,20220511,1
29,20220512,1
29,20220516,1
29,20220517,1
29,20220518,1
29,20220519,1
29,20220523,1
29,20220524,1
29,20220525,1
29,20220526,1
29,20220531,1
29,20220601,1
29,20220602,1
29,20220606,1
29,20220607,1
29,20220608,1
29,20220609,1
29,20220613,1
29,20220614,1
29,20220615,1
29,20220616,1
29,20220620,1
29,20220621,1
29,20220622,1
29,20220623,1
29,20220627,1
29,20220628,1
29,20220629,1
29,20220630,1
29,20220704,1
29,20220705,1
29,20220706,1
29,20220707,1
29,20220711,1
29,20220712,1
29,20220713,1
29,20220714,1
29,20220718,1
29,20220719,1
29,20220720,1
29,20220721,1
29,20220725,1
29,20220726,1
29,20220727,1
29,20220728,1
29,20220801,1
29,20220802,1
29,20220803,1
29,20220804,1
29,20220808,1
29,20220809,1
29,20220810,1
29,20220811,1
29,20220815,1
29,20220816,1
29,20220817,1
29,20220818,1
29,20220822,1
29,20220823,1
29,20220824,1
29,20220825,1
29,20220829,1
29,20220830,1
29,20220831,1
29,20220901,1
29,20220905,1
29,20220906,1
29,20220907,1
29,20220908,1
29,20220912,1
29,20220913,1
29,20220914,1
29,20220915,1
29,20220919,1
30,20220502,1
30,20220509,1
30,20220516,1
30,20220523,1
30,20220606,1
30,20220613,1
30,20220620,1
30,20220627,1
30,20220704,1
30,20220711,1
30,20220718,1
30,20220725,1
30,20220801,1
30,20220808,1
30,20220815,1
30,20220822,1
30,20220829,1
30,20220905,1
30,20220912,1
30,20220919,1
31,20220526,1
31,20220527,1
31,20220530,1
31,20220606,1
31,20220613,1
31,20220614,1
31,20220615,1
31,20220616,1
31,20220617,1
31,20220620,1
31,20220621,1
31,20220622,1
31,20220623,1
31,20220624,1
31,20220627,1
31,20220628,1
31,20220629,1
31,20220630,1
31,20220701,1
31,20220704,1
31,20220705,1
31,20220706,1
31,20220707,1
31,20220708,1
31,20220711,1
31,20220712,1
31,20220713,1
31,20220714,1
31,20220715,1
31,20220718,1
31,20220719,1
31,20220720,1
31,20220721,1
31,20220722,1
31,20220725,1
31,20220726,1
31,20220727,1
31,20220728,1
31,20220729,1
31,20220801,1
31,20220802,1
31,20220803,1
31,20220804,1
31,20220805,1
31,20220808,1
31,20220809,1
31,20220810,1
31,20220811,1
31,20220812,1
31,20220815,1
31,20220816,1
31,20220817,1
31,20220818,1
31,20220819,1
31,20220822,1
31,20220823,1
31,20220824,1
31,20220825,1
31,20220826,1
31,20220829,1
31,20220830,1
31,20220831,1
31,20220901,1
31,20220902,1
31,20220905,1
31,20220906,1
31,20220907,1
